Supplier,PurchasingOrganization,AutomaticEvaluatedRcptSettlmt,CalculationSchemaGroupCode,DeletionIndicator,EvaldReceiptSettlementIsActive,IncotermsClassification,IncotermsTransferLocation,IncotermsVersion,IncotermsLocation1,IncotermsLocation2,IncotermsSupChnLoc1AddlUUID,IncotermsSupChnLoc2AddlUUID,IncotermsSupChnDvtgLocAddlUUID,IntrastatCrsBorderTrMode,InvoiceIsGoodsReceiptBased,InvoiceIsMMServiceEntryBased,MaterialPlannedDeliveryDurn,MinimumOrderAmount,PaymentTerms,PlanningCycle,PricingDateControl,ProdStockAndSlsDataTransfPrfl,ProductUnitGroup,PurOrdAutoGenerationIsAllowed,PurchaseOrderCurrency,PurchasingGroup,PurchasingIsBlockedForSupplier,RoundingProfile,ShippingCondition,SuplrDiscountInKindIsGranted,SuplrInvcRevalIsAllowed,SuplrIsRlvtForSettlmtMgmt,SuplrPurgOrgIsRlvtForPriceDetn,SupplierABCClassificationCode,SupplierAccountNumber,SupplierIsReturnsSupplier,SupplierPhoneNumber,SupplierRespSalesPersonName,SupplierConfirmationControlKey,IsOrderAcknRqd,AuthorizationGroup,SupplierAccountGroup
g-14590600,0600,true,00,true,true,600,rmsTransferLocation-14590600,0600,IncotermsLocation1-14590600,IncotermsLocation2-14590600,14590600-fa8d-4ac9-82e9-36755aab66bf,14590600-0bb8-4aa8-b195-87dc634085c7,14590600-0014-4ba8-aad5-5b1a5296789f,0,true,true,74,23674796475.006,0600,600,0,0600,0600,true,90600,600,true,0600,00,true,true,true,true,0,ber-14590600,true,eNumber-14590600,erRespSalesPersonName-14590600,0600,true,0600,0600
g-14590601,0601,false,01,false,false,601,rmsTransferLocation-14590601,0601,IncotermsLocation1-14590601,IncotermsLocation2-14590601,14590601-8748-48d4-a82e-98a8c2dea133,14590601-77f5-4527-bb3b-fd95dfc0a466,14590601-ad03-46ad-8cf9-1e61deece773,1,false,false,119,24919343702.359,0601,601,1,0601,0601,false,90601,601,false,0601,01,false,false,false,false,1,ber-14590601,false,eNumber-14590601,erRespSalesPersonName-14590601,0601,false,0601,0601
g-14590602,0602,true,02,true,true,602,rmsTransferLocation-14590602,0602,IncotermsLocation1-14590602,IncotermsLocation2-14590602,14590602-d418-4ed9-99c2-2b452821569a,14590602-7480-495d-aedc-1597b463a9c9,14590602-78d1-4471-8d8a-eec45a9b41e8,2,true,true,958,53447783725.012,0602,602,2,0602,0602,true,90602,602,true,0602,02,true,true,true,true,2,ber-14590602,true,eNumber-14590602,erRespSalesPersonName-14590602,0602,true,0602,0602
g-14590603,0603,false,03,false,false,603,rmsTransferLocation-14590603,0603,IncotermsLocation1-14590603,IncotermsLocation2-14590603,14590603-d169-4899-aad6-e5fa198a20d8,14590603-9379-4a0b-85ac-4253f19d6eea,14590603-bda6-45ba-9a45-4396b1dd2a24,3,false,false,793,97780568670.294,0603,603,3,0603,0603,false,90603,603,false,0603,03,false,false,false,false,3,ber-14590603,false,eNumber-14590603,erRespSalesPersonName-14590603,0603,false,0603,0603
g-14590604,0604,true,04,true,true,604,rmsTransferLocation-14590604,0604,IncotermsLocation1-14590604,IncotermsLocation2-14590604,14590604-1aec-49ab-9d01-18191aada179,14590604-7e38-477e-9605-4c611915f085,14590604-d3d2-40e8-be6d-794a5e17084f,4,true,true,118,47392868332.062,0604,604,4,0604,0604,true,90604,604,true,0604,04,true,true,true,true,4,ber-14590604,true,eNumber-14590604,erRespSalesPersonName-14590604,0604,true,0604,0604
g-14590605,0605,false,05,false,false,605,rmsTransferLocation-14590605,0605,IncotermsLocation1-14590605,IncotermsLocation2-14590605,14590605-05e5-417d-91fc-2dfa9b5bedae,14590605-6326-48fa-9dee-48e3f04836b7,14590605-5f3a-4d02-a8e0-092feecbc76b,5,false,false,186,59495775559.195,0605,605,5,0605,0605,false,90605,605,false,0605,05,false,false,false,false,5,ber-14590605,false,eNumber-14590605,erRespSalesPersonName-14590605,0605,false,0605,0605
g-14590606,0606,true,06,true,true,606,rmsTransferLocation-14590606,0606,IncotermsLocation1-14590606,IncotermsLocation2-14590606,14590606-8115-484d-a8c0-632f21e75f2d,14590606-deef-444c-a0c8-451584efe766,14590606-cb80-4d7a-979e-58a6341e04a8,6,true,true,36,59897804514.907,0606,606,6,0606,0606,true,90606,606,true,0606,06,true,true,true,true,6,ber-14590606,true,eNumber-14590606,erRespSalesPersonName-14590606,0606,true,0606,0606
g-14590607,0607,false,07,false,false,607,rmsTransferLocation-14590607,0607,IncotermsLocation1-14590607,IncotermsLocation2-14590607,14590607-1271-4a0f-9675-de1e27c86bdf,14590607-1a2f-41b9-be9e-eb0bafb54462,14590607-2e61-48fe-b06e-457f2a9ef8e7,7,false,false,648,12190852142.609,0607,607,7,0607,0607,false,90607,607,false,0607,07,false,false,false,false,7,ber-14590607,false,eNumber-14590607,erRespSalesPersonName-14590607,0607,false,0607,0607
g-14590608,0608,true,08,true,true,608,rmsTransferLocation-14590608,0608,IncotermsLocation1-14590608,IncotermsLocation2-14590608,14590608-ba3e-4a16-a0d1-0d790642db76,14590608-33b0-47a8-9008-6a73f3e5f734,14590608-5ba0-49af-a455-25fbaa8acebf,8,true,true,672,50999937939.902,0608,608,8,0608,0608,true,90608,608,true,0608,08,true,true,true,true,8,ber-14590608,true,eNumber-14590608,erRespSalesPersonName-14590608,0608,true,0608,0608
g-14590609,0609,false,09,false,false,609,rmsTransferLocation-14590609,0609,IncotermsLocation1-14590609,IncotermsLocation2-14590609,14590609-6b3a-4a84-b85d-509d50da3626,14590609-722d-4fe2-92c0-16055a41fd89,14590609-2fc0-4f8e-9e6b-2c7d0be04e58,9,false,false,929,45100856091.288,0609,609,9,0609,0609,false,90609,609,false,0609,09,false,false,false,false,9,ber-14590609,false,eNumber-14590609,erRespSalesPersonName-14590609,0609,false,0609,0609
g-14590610,0610,true,10,true,true,610,rmsTransferLocation-14590610,0610,IncotermsLocation1-14590610,IncotermsLocation2-14590610,14590610-d346-4b74-9670-7d3d8104100b,14590610-dc31-4786-981f-42c9cd42e01d,14590610-dd3b-40dc-aed8-c41952e44a90,0,true,true,274,28031010739.972,0610,610,0,0610,0610,true,90610,610,true,0610,10,true,true,true,true,0,ber-14590610,true,eNumber-14590610,erRespSalesPersonName-14590610,0610,true,0610,0610
g-14590611,0611,false,11,false,false,611,rmsTransferLocation-14590611,0611,IncotermsLocation1-14590611,IncotermsLocation2-14590611,14590611-21b9-4b89-93b9-b003eb1df34a,14590611-eedd-419a-9d3d-8d1bb9cbdc2c,14590611-9e8b-4ce7-a033-ed2626561b15,1,false,false,329,53292589036.066,0611,611,1,0611,0611,false,90611,611,false,0611,11,false,false,false,false,1,ber-14590611,false,eNumber-14590611,erRespSalesPersonName-14590611,0611,false,0611,0611
g-14590612,0612,true,12,true,true,612,rmsTransferLocation-14590612,0612,IncotermsLocation1-14590612,IncotermsLocation2-14590612,14590612-f3b8-486a-b8c1-998e76d1b300,14590612-7247-431e-846e-9aae2cf76755,14590612-3afc-4788-abbb-0c4abc6eb341,2,true,true,701,39411970302.256,0612,612,2,0612,0612,true,90612,612,true,0612,12,true,true,true,true,2,ber-14590612,true,eNumber-14590612,erRespSalesPersonName-14590612,0612,true,0612,0612
g-14590613,0613,false,13,false,false,613,rmsTransferLocation-14590613,0613,IncotermsLocation1-14590613,IncotermsLocation2-14590613,14590613-a307-4f55-948b-d06835f393c3,14590613-9012-4219-8257-d4cb87f2b3d0,14590613-7fdc-404f-892f-0c3c3770987f,3,false,false,41,83781673544.237,0613,613,3,0613,0613,false,90613,613,false,0613,13,false,false,false,false,3,ber-14590613,false,eNumber-14590613,erRespSalesPersonName-14590613,0613,false,0613,0613
g-14590614,0614,true,14,true,true,614,rmsTransferLocation-14590614,0614,IncotermsLocation1-14590614,IncotermsLocation2-14590614,14590614-6b7d-4ef2-8c70-8ad8274095f3,14590614-94f9-423b-b848-b81f125c1afc,14590614-eff4-4137-bcf9-9b5612ead787,4,true,true,661,31524952564.167,0614,614,4,0614,0614,true,90614,614,true,0614,14,true,true,true,true,4,ber-14590614,true,eNumber-14590614,erRespSalesPersonName-14590614,0614,true,0614,0614
g-14590615,0615,false,15,false,false,615,rmsTransferLocation-14590615,0615,IncotermsLocation1-14590615,IncotermsLocation2-14590615,14590615-f8b7-4dbd-a79e-1f0d73f8bf81,14590615-f044-4315-bca6-19a60b548e13,14590615-4026-47df-8d1c-191bade02348,5,false,false,208,29182763413.647,0615,615,5,0615,0615,false,90615,615,false,0615,15,false,false,false,false,5,ber-14590615,false,eNumber-14590615,erRespSalesPersonName-14590615,0615,false,0615,0615
g-14590616,0616,true,16,true,true,616,rmsTransferLocation-14590616,0616,IncotermsLocation1-14590616,IncotermsLocation2-14590616,14590616-e574-4ed3-b3cd-1b6ec312d9c9,14590616-d5f1-4e73-9ebe-4fbb026f981c,14590616-983a-4c46-95a3-a488224aceda,6,true,true,535,4677354037.452,0616,616,6,0616,0616,true,90616,616,true,0616,16,true,true,true,true,6,ber-14590616,true,eNumber-14590616,erRespSalesPersonName-14590616,0616,true,0616,0616
g-14590617,0617,false,17,false,false,617,rmsTransferLocation-14590617,0617,IncotermsLocation1-14590617,IncotermsLocation2-14590617,14590617-127e-4ae3-abd8-cebd2b36cc9b,14590617-daa9-47e5-a0fb-83369ec64798,14590617-bb74-4e12-98f9-c76281a8c7d9,7,false,false,509,22523849452.324,0617,617,7,0617,0617,false,90617,617,false,0617,17,false,false,false,false,7,ber-14590617,false,eNumber-14590617,erRespSalesPersonName-14590617,0617,false,0617,0617
g-14590618,0618,true,18,true,true,618,rmsTransferLocation-14590618,0618,IncotermsLocation1-14590618,IncotermsLocation2-14590618,14590618-ec10-428b-9b4d-c15458f73ab3,14590618-2ad5-48e0-883a-be8a2533140b,14590618-3169-4615-bd63-6f9892544afc,8,true,true,122,68287963470.293,0618,618,8,0618,0618,true,90618,618,true,0618,18,true,true,true,true,8,ber-14590618,true,eNumber-14590618,erRespSalesPersonName-14590618,0618,true,0618,0618
g-14590619,0619,false,19,false,false,619,rmsTransferLocation-14590619,0619,IncotermsLocation1-14590619,IncotermsLocation2-14590619,14590619-cf45-4c2e-8336-fbf2d7cbc916,14590619-6652-4b1b-a53d-d7233ba8e988,14590619-0ddf-4438-bdd4-3eb6aeca796d,9,false,false,529,6350066648.735,0619,619,9,0619,0619,false,90619,619,false,0619,19,false,false,false,false,9,ber-14590619,false,eNumber-14590619,erRespSalesPersonName-14590619,0619,false,0619,0619
g-14590620,0620,true,20,true,true,620,rmsTransferLocation-14590620,0620,IncotermsLocation1-14590620,IncotermsLocation2-14590620,14590620-7e9d-4f41-9d21-500cc2bc4629,14590620-5c2a-4198-be8c-660aa65dbc88,14590620-8d12-45fe-94f4-3cda8a720056,0,true,true,656,43910233936.312,0620,620,0,0620,0620,true,90620,620,true,0620,20,true,true,true,true,0,ber-14590620,true,eNumber-14590620,erRespSalesPersonName-14590620,0620,true,0620,0620
g-14590621,0621,false,21,false,false,621,rmsTransferLocation-14590621,0621,IncotermsLocation1-14590621,IncotermsLocation2-14590621,14590621-fe27-4bea-b2f1-77e09889c49a,14590621-9b6e-405b-a6f7-dd79e81950b6,14590621-c729-4cb2-9a15-e3d1272529e7,1,false,false,496,31307615799.997,0621,621,1,0621,0621,false,90621,621,false,0621,21,false,false,false,false,1,ber-14590621,false,eNumber-14590621,erRespSalesPersonName-14590621,0621,false,0621,0621
g-14590622,0622,true,22,true,true,622,rmsTransferLocation-14590622,0622,IncotermsLocation1-14590622,IncotermsLocation2-14590622,14590622-e327-45ac-a694-37a3996b9c7e,14590622-2516-4282-ae37-b547d003ba34,14590622-a65a-4359-88b1-17f6d5fd2ced,2,true,true,138,39757037261.695,0622,622,2,0622,0622,true,90622,622,true,0622,22,true,true,true,true,2,ber-14590622,true,eNumber-14590622,erRespSalesPersonName-14590622,0622,true,0622,0622
g-14590623,0623,false,23,false,false,623,rmsTransferLocation-14590623,0623,IncotermsLocation1-14590623,IncotermsLocation2-14590623,14590623-28c5-499f-b7b7-fb0ba973a226,14590623-e019-40e2-8249-b6f791527c5b,14590623-2bde-4194-ae96-707df023c3e9,3,false,false,185,85849894377.207,0623,623,3,0623,0623,false,90623,623,false,0623,23,false,false,false,false,3,ber-14590623,false,eNumber-14590623,erRespSalesPersonName-14590623,0623,false,0623,0623
g-14590624,0624,true,24,true,true,624,rmsTransferLocation-14590624,0624,IncotermsLocation1-14590624,IncotermsLocation2-14590624,14590624-5bb1-4f00-b8f5-0caabb90097c,14590624-31b4-47bc-a24a-54dcb304dcdf,14590624-d05e-4f1c-9787-8ffb4b2bb380,4,true,true,630,89483839976.047,0624,624,4,0624,0624,true,90624,624,true,0624,24,true,true,true,true,4,ber-14590624,true,eNumber-14590624,erRespSalesPersonName-14590624,0624,true,0624,0624
g-14590625,0625,false,25,false,false,625,rmsTransferLocation-14590625,0625,IncotermsLocation1-14590625,IncotermsLocation2-14590625,14590625-d46d-4987-8ad5-9d2ab24036dc,14590625-0a19-4163-a796-8447ff2215ab,14590625-b11a-49ef-991c-55345788f4dc,5,false,false,430,86027093391.261,0625,625,5,0625,0625,false,90625,625,false,0625,25,false,false,false,false,5,ber-14590625,false,eNumber-14590625,erRespSalesPersonName-14590625,0625,false,0625,0625
g-14590626,0626,true,26,true,true,626,rmsTransferLocation-14590626,0626,IncotermsLocation1-14590626,IncotermsLocation2-14590626,14590626-03b3-4d9b-a332-aab805f06b0e,14590626-86b2-4326-a2a0-199cb560ee13,14590626-5c2f-40d7-9d23-b6628a222eea,6,true,true,399,20944032101.304,0626,626,6,0626,0626,true,90626,626,true,0626,26,true,true,true,true,6,ber-14590626,true,eNumber-14590626,erRespSalesPersonName-14590626,0626,true,0626,0626
g-14590627,0627,false,27,false,false,627,rmsTransferLocation-14590627,0627,IncotermsLocation1-14590627,IncotermsLocation2-14590627,14590627-70e8-437f-bd17-67b4bce495c7,14590627-c47f-430e-93f1-760bb01dddbf,14590627-b7e5-41dc-8b89-9129014670f3,7,false,false,226,36503021881.436,0627,627,7,0627,0627,false,90627,627,false,0627,27,false,false,false,false,7,ber-14590627,false,eNumber-14590627,erRespSalesPersonName-14590627,0627,false,0627,0627
g-14590628,0628,true,28,true,true,628,rmsTransferLocation-14590628,0628,IncotermsLocation1-14590628,IncotermsLocation2-14590628,14590628-92b3-4dbc-9764-41146cdc4692,14590628-894c-40b2-8eb6-e2eb53900fae,14590628-b592-4de9-b8f2-f17a0894251b,8,true,true,365,96687681971.477,0628,628,8,0628,0628,true,90628,628,true,0628,28,true,true,true,true,8,ber-14590628,true,eNumber-14590628,erRespSalesPersonName-14590628,0628,true,0628,0628
g-14590629,0629,false,29,false,false,629,rmsTransferLocation-14590629,0629,IncotermsLocation1-14590629,IncotermsLocation2-14590629,14590629-b68a-44fc-99f9-427169c01c10,14590629-a769-44e2-aae5-d68bab5717a7,14590629-5e5d-4d97-a313-2cd65e8100af,9,false,false,210,90599675121.541,0629,629,9,0629,0629,false,90629,629,false,0629,29,false,false,false,false,9,ber-14590629,false,eNumber-14590629,erRespSalesPersonName-14590629,0629,false,0629,0629
g-14590630,0630,true,30,true,true,630,rmsTransferLocation-14590630,0630,IncotermsLocation1-14590630,IncotermsLocation2-14590630,14590630-804b-4782-bf23-04ae13d5debe,14590630-7846-43c6-9f82-c2f4025103ef,14590630-5270-41c8-b564-be0bf86036aa,0,true,true,917,98814690102.362,0630,630,0,0630,0630,true,90630,630,true,0630,30,true,true,true,true,0,ber-14590630,true,eNumber-14590630,erRespSalesPersonName-14590630,0630,true,0630,0630
g-14590631,0631,false,31,false,false,631,rmsTransferLocation-14590631,0631,IncotermsLocation1-14590631,IncotermsLocation2-14590631,14590631-82e3-4982-b9fb-1258273b0fc8,14590631-da4a-4049-8cd1-45292b390636,14590631-6f15-4d47-a18a-d3938d0173e3,1,false,false,296,35879354115.39,0631,631,1,0631,0631,false,90631,631,false,0631,31,false,false,false,false,1,ber-14590631,false,eNumber-14590631,erRespSalesPersonName-14590631,0631,false,0631,0631
g-14590632,0632,true,32,true,true,632,rmsTransferLocation-14590632,0632,IncotermsLocation1-14590632,IncotermsLocation2-14590632,14590632-d2ab-4e47-ae1a-332f7a087975,14590632-cac2-4a94-9237-682ae8708d60,14590632-05d6-4701-a684-a93d186f1b72,2,true,true,15,91922238252.508,0632,632,2,0632,0632,true,90632,632,true,0632,32,true,true,true,true,2,ber-14590632,true,eNumber-14590632,erRespSalesPersonName-14590632,0632,true,0632,0632
g-14590633,0633,false,33,false,false,633,rmsTransferLocation-14590633,0633,IncotermsLocation1-14590633,IncotermsLocation2-14590633,14590633-4359-475b-9393-444dacb5d0bb,14590633-9db5-45c7-9f5b-9bcfdec98022,14590633-cf77-4e80-a48d-47a7e9cfa58a,3,false,false,873,80692284626.138,0633,633,3,0633,0633,false,90633,633,false,0633,33,false,false,false,false,3,ber-14590633,false,eNumber-14590633,erRespSalesPersonName-14590633,0633,false,0633,0633
g-14590634,0634,true,34,true,true,634,rmsTransferLocation-14590634,0634,IncotermsLocation1-14590634,IncotermsLocation2-14590634,14590634-fe49-4cf3-81ce-aec72f31b304,14590634-0198-40df-9eb1-032eb71e1c66,14590634-64d0-4213-a517-dbc9025b7720,4,true,true,352,49476937818.115,0634,634,4,0634,0634,true,90634,634,true,0634,34,true,true,true,true,4,ber-14590634,true,eNumber-14590634,erRespSalesPersonName-14590634,0634,true,0634,0634
g-14590635,0635,false,35,false,false,635,rmsTransferLocation-14590635,0635,IncotermsLocation1-14590635,IncotermsLocation2-14590635,14590635-104e-4dd9-a9ea-50a399ba997f,14590635-fb43-4fa0-b9a2-40bd7d9143d4,14590635-d357-4952-8719-8c4f0aa3cb2d,5,false,false,419,23562729256.724,0635,635,5,0635,0635,false,90635,635,false,0635,35,false,false,false,false,5,ber-14590635,false,eNumber-14590635,erRespSalesPersonName-14590635,0635,false,0635,0635
g-14590636,0636,true,36,true,true,636,rmsTransferLocation-14590636,0636,IncotermsLocation1-14590636,IncotermsLocation2-14590636,14590636-f3f4-46f1-afde-00400ceaa7bb,14590636-8c46-40f4-ae1a-12f0146d2ce6,14590636-4520-42d0-89a7-65f4786678cf,6,true,true,26,12512486006.667,0636,636,6,0636,0636,true,90636,636,true,0636,36,true,true,true,true,6,ber-14590636,true,eNumber-14590636,erRespSalesPersonName-14590636,0636,true,0636,0636
g-14590637,0637,false,37,false,false,637,rmsTransferLocation-14590637,0637,IncotermsLocation1-14590637,IncotermsLocation2-14590637,14590637-7502-425d-8558-227fcfdc9f8f,14590637-b3a6-4629-abcf-e50c2cc2a7ee,14590637-e33b-4314-93e1-99b4385ace5d,7,false,false,721,69252522031.615,0637,637,7,0637,0637,false,90637,637,false,0637,37,false,false,false,false,7,ber-14590637,false,eNumber-14590637,erRespSalesPersonName-14590637,0637,false,0637,0637
g-14590638,0638,true,38,true,true,638,rmsTransferLocation-14590638,0638,IncotermsLocation1-14590638,IncotermsLocation2-14590638,14590638-809f-4d3a-b12c-9415c739cfeb,14590638-10c6-412a-a5cc-f054847a3082,14590638-7f5e-47dd-92a7-ea33cf1327d4,8,true,true,436,55252346047.406,0638,638,8,0638,0638,true,90638,638,true,0638,38,true,true,true,true,8,ber-14590638,true,eNumber-14590638,erRespSalesPersonName-14590638,0638,true,0638,0638
g-14590639,0639,false,39,false,false,639,rmsTransferLocation-14590639,0639,IncotermsLocation1-14590639,IncotermsLocation2-14590639,14590639-9785-45b1-bd6e-8f209e3fa5ed,14590639-e9ea-452b-ae2a-16bc38b9d658,14590639-63fc-41c1-b27c-b1ef39d41192,9,false,false,35,55895041008.593,0639,639,9,0639,0639,false,90639,639,false,0639,39,false,false,false,false,9,ber-14590639,false,eNumber-14590639,erRespSalesPersonName-14590639,0639,false,0639,0639
g-14590640,0640,true,40,true,true,640,rmsTransferLocation-14590640,0640,IncotermsLocation1-14590640,IncotermsLocation2-14590640,14590640-6fdb-45a4-b932-21d42e3d555a,14590640-fead-4602-afcb-af5f4019ccea,14590640-6a52-4388-8d5b-197e80591f41,0,true,true,100,49498753319.11,0640,640,0,0640,0640,true,90640,640,true,0640,40,true,true,true,true,0,ber-14590640,true,eNumber-14590640,erRespSalesPersonName-14590640,0640,true,0640,0640
g-14590641,0641,false,41,false,false,641,rmsTransferLocation-14590641,0641,IncotermsLocation1-14590641,IncotermsLocation2-14590641,14590641-10ca-4455-96a6-9bf5d1656523,14590641-5373-4408-9c16-54449faf8637,14590641-9228-4309-ab57-c312b304e456,1,false,false,676,80457808910.653,0641,641,1,0641,0641,false,90641,641,false,0641,41,false,false,false,false,1,ber-14590641,false,eNumber-14590641,erRespSalesPersonName-14590641,0641,false,0641,0641
g-14590642,0642,true,42,true,true,642,rmsTransferLocation-14590642,0642,IncotermsLocation1-14590642,IncotermsLocation2-14590642,14590642-e8ed-4a97-92d6-9f51ee170087,14590642-45e8-4243-955d-7c8ab0eae59b,14590642-7f9f-42ba-8616-ddfb45656939,2,true,true,846,44157848676.158,0642,642,2,0642,0642,true,90642,642,true,0642,42,true,true,true,true,2,ber-14590642,true,eNumber-14590642,erRespSalesPersonName-14590642,0642,true,0642,0642
g-14590643,0643,false,43,false,false,643,rmsTransferLocation-14590643,0643,IncotermsLocation1-14590643,IncotermsLocation2-14590643,14590643-f6b2-42f0-a513-6f42e45904ff,14590643-a6fe-4138-b453-5f54aaabb092,14590643-b3e5-427b-86cf-3c67c664288f,3,false,false,720,86197705583.488,0643,643,3,0643,0643,false,90643,643,false,0643,43,false,false,false,false,3,ber-14590643,false,eNumber-14590643,erRespSalesPersonName-14590643,0643,false,0643,0643
g-14590644,0644,true,44,true,true,644,rmsTransferLocation-14590644,0644,IncotermsLocation1-14590644,IncotermsLocation2-14590644,14590644-a152-4313-9df7-6a5401a6fdd3,14590644-b38b-46e8-bda2-cc9fe96d4e88,14590644-8e4a-444d-8a70-f72a2d25b2be,4,true,true,719,76485074761.099,0644,644,4,0644,0644,true,90644,644,true,0644,44,true,true,true,true,4,ber-14590644,true,eNumber-14590644,erRespSalesPersonName-14590644,0644,true,0644,0644
g-14590645,0645,false,45,false,false,645,rmsTransferLocation-14590645,0645,IncotermsLocation1-14590645,IncotermsLocation2-14590645,14590645-7026-4bb8-9259-b355f1c4d799,14590645-1197-497f-8236-b0ad69b5fb40,14590645-3cee-4d6c-8880-f44a22c64674,5,false,false,712,90185385175.671,0645,645,5,0645,0645,false,90645,645,false,0645,45,false,false,false,false,5,ber-14590645,false,eNumber-14590645,erRespSalesPersonName-14590645,0645,false,0645,0645
