Customer,SalesOrganization,DistributionChannel,Division,AccountByCustomer,AuthorizationGroup,BillingIsBlockedForCustomer,CompleteDeliveryIsDefined,CreditControlArea,Currency,CustIsRlvtForSettlmtMgmt,CustomerABCClassification,CustomerAccountAssignmentGroup,CustomerGroup,CustomerIsRebateRelevant,CustomerPaymentTerms,CustomerPriceGroup,CustomerPricingProcedure,CustomerStatisticsGroup,CustProdProposalProcedure,DeliveryIsBlockedForCustomer,DeliveryPriority,IncotermsClassification,IncotermsLocation2,IncotermsVersion,IncotermsLocation1,IncotermsSupChnLoc1AddlUUID,IncotermsSupChnLoc2AddlUUID,IncotermsSupChnDvtgLocAddlUUID,DeletionIndicator,IncotermsTransferLocation,InspSbstHasNoTimeOrQuantity,InvoiceDate,ItemOrderProbabilityInPercent,ManualInvoiceMaintIsRelevant,MaxNmbrOfPartialDelivery,OrderCombinationIsAllowed,OrderIsBlockedForCustomer,OverdelivTolrtdLmtRatioInPct,PartialDeliveryIsAllowed,PriceListType,ProductUnitGroup,ProofOfDeliveryTimeValue,SalesGroup,SalesItemProposal,SalesOffice,ShippingCondition,SlsDocIsRlvtForProofOfDeliv,SlsUnlmtdOvrdelivIsAllwd,SupplyingPlant,SalesDistrict,UnderdelivTolrtdLmtRatioInPct,InvoiceListSchedule,ExchangeRateType,AdditionalCustomerGroup1,AdditionalCustomerGroup2,AdditionalCustomerGroup3,AdditionalCustomerGroup4,AdditionalCustomerGroup5,PaymentGuaranteeProcedure,CustomerAccountGroup
ea-8239856,9856,56,56,omer-8239856,9856,56,true,9856,39856,true,56,56,56,true,9856,56,56,6,56,56,56,856,IncotermsLocation2-8239856,9856,IncotermsLocation1-8239856,82398565-e72b-4762-bcd8-709e074e2149,8239856e-ab97-43e5-aa9a-f6f83aca6193,82398561-198e-4292-b914-db0f02301008,true,ermsTransferLocation-8239856,true,56,856,true,1,true,56,97.1,6,56,9856,4814.46,856,al-8239856,9856,56,true,true,9856,239856,31,56,9856,856,856,856,856,856,9856,9856
ea-8239857,9857,57,57,omer-8239857,9857,57,false,9857,39857,false,57,57,57,false,9857,57,57,7,57,57,57,857,IncotermsLocation2-8239857,9857,IncotermsLocation1-8239857,82398578-de70-47f1-a91a-ed0cc74e5ba9,82398577-9972-47d3-80fa-262b82b73ae0,82398570-6c99-4228-9ecb-117d7b221ff2,false,ermsTransferLocation-8239857,false,57,857,false,4,false,57,63.1,7,57,9857,6409.59,857,al-8239857,9857,57,false,false,9857,239857,62.8,57,9857,857,857,857,857,857,9857,9857
ea-8239858,9858,58,58,omer-8239858,9858,58,true,9858,39858,true,58,58,58,true,9858,58,58,8,58,58,58,858,IncotermsLocation2-8239858,9858,IncotermsLocation1-8239858,8239858a-8ab1-4631-b334-e1306f292ac3,82398589-2f02-4513-9221-ca66ec5140d0,82398582-7cd7-49cd-a489-6859d277b295,true,ermsTransferLocation-8239858,true,58,858,true,2,true,58,25.5,8,58,9858,2834.04,858,al-8239858,9858,58,true,true,9858,239858,62.1,58,9858,858,858,858,858,858,9858,9858
ea-8239859,9859,59,59,omer-8239859,9859,59,false,9859,39859,false,59,59,59,false,9859,59,59,9,59,59,59,859,IncotermsLocation2-8239859,9859,IncotermsLocation1-8239859,8239859c-f5db-4edf-80ef-50e8cd2e492e,8239859f-3b8e-4187-902a-2d78122e3a25,8239859c-c939-4837-9736-e46c41d959df,false,ermsTransferLocation-8239859,false,59,859,false,4,false,59,94.8,9,59,9859,6821.91,859,al-8239859,9859,59,false,false,9859,239859,83.7,59,9859,859,859,859,859,859,9859,9859
ea-8239860,9860,60,60,omer-8239860,9860,60,true,9860,39860,true,60,60,60,true,9860,60,60,0,60,60,60,860,IncotermsLocation2-8239860,9860,IncotermsLocation1-8239860,8239860b-e28e-44cd-820c-e54a0e1a23c6,8239860c-e515-497f-b908-ee2352eae7f2,82398607-9b17-45aa-8150-335fa02feca9,true,ermsTransferLocation-8239860,true,60,860,true,2,true,60,83.9,0,60,9860,7873.48,860,al-8239860,9860,60,true,true,9860,239860,67.6,60,9860,860,860,860,860,860,9860,9860
ea-8239861,9861,61,61,omer-8239861,9861,61,false,9861,39861,false,61,61,61,false,9861,61,61,1,61,61,61,861,IncotermsLocation2-8239861,9861,IncotermsLocation1-8239861,8239861a-8f0f-4a26-887d-d14e31718278,8239861e-d9e6-42ba-99fa-cce81051c118,82398611-8f25-421f-8c37-518458d1a613,false,ermsTransferLocation-8239861,false,61,861,false,5,false,61,8.8,1,61,9861,2252.01,861,al-8239861,9861,61,false,false,9861,239861,3.4,61,9861,861,861,861,861,861,9861,9861
ea-8239862,9862,62,62,omer-8239862,9862,62,true,9862,39862,true,62,62,62,true,9862,62,62,2,62,62,62,862,IncotermsLocation2-8239862,9862,IncotermsLocation1-8239862,82398629-c312-469d-ba90-a68fd09d9c2e,8239862f-0137-45a9-83d4-a110e302ccc9,8239862b-0c39-4d26-8673-d6b0da65bbf0,true,ermsTransferLocation-8239862,true,62,862,true,5,true,62,37,2,62,9862,1227.75,862,al-8239862,9862,62,true,true,9862,239862,54.8,62,9862,862,862,862,862,862,9862,9862
ea-8239863,9863,63,63,omer-8239863,9863,63,false,9863,39863,false,63,63,63,false,9863,63,63,3,63,63,63,863,IncotermsLocation2-8239863,9863,IncotermsLocation1-8239863,82398638-7d14-4dd8-8216-4f9d69666165,82398635-da81-46c8-bc72-ccbd086c8914,82398630-ed6d-49b5-886c-d53a09fe672f,false,ermsTransferLocation-8239863,false,63,863,false,9,false,63,24.8,3,63,9863,5209.01,863,al-8239863,9863,63,false,false,9863,239863,54.4,63,9863,863,863,863,863,863,9863,9863
ea-8239864,9864,64,64,omer-8239864,9864,64,true,9864,39864,true,64,64,64,true,9864,64,64,4,64,64,64,864,IncotermsLocation2-8239864,9864,IncotermsLocation1-8239864,82398645-d52e-48ea-9442-96e13c875ed7,82398646-5be7-46e1-afa0-d8b24fc0dcbc,82398642-93d2-4a34-ab70-c0df66290916,true,ermsTransferLocation-8239864,true,64,864,true,3,true,64,68.6,4,64,9864,9266.57,864,al-8239864,9864,64,true,true,9864,239864,96.1,64,9864,864,864,864,864,864,9864,9864
ea-8239865,9865,65,65,omer-8239865,9865,65,false,9865,39865,false,65,65,65,false,9865,65,65,5,65,65,65,865,IncotermsLocation2-8239865,9865,IncotermsLocation1-8239865,82398653-0636-49fb-afe1-8fe46ee41068,8239865d-ba5e-4632-9b99-dc7130090c78,82398652-b215-40bb-941c-ef704604b3be,false,ermsTransferLocation-8239865,false,65,865,false,3,false,65,82,5,65,9865,4417.32,865,al-8239865,9865,65,false,false,9865,239865,50.4,65,9865,865,865,865,865,865,9865,9865
ea-8239866,9866,66,66,omer-8239866,9866,66,true,9866,39866,true,66,66,66,true,9866,66,66,6,66,66,66,866,IncotermsLocation2-8239866,9866,IncotermsLocation1-8239866,82398669-46a3-4056-bff5-427c2c49e128,82398663-75be-4a41-8373-fc816d4e63e8,82398663-4e3f-49c9-9405-3bed7423f437,true,ermsTransferLocation-8239866,true,66,866,true,1,true,66,90.4,6,66,9866,5435.6,866,al-8239866,9866,66,true,true,9866,239866,23.5,66,9866,866,866,866,866,866,9866,9866
ea-8239867,9867,67,67,omer-8239867,9867,67,false,9867,39867,false,67,67,67,false,9867,67,67,7,67,67,67,867,IncotermsLocation2-8239867,9867,IncotermsLocation1-8239867,82398675-f627-429e-aebb-b92274df5a08,8239867a-9277-4534-9ec1-ebcfbe877df4,82398676-c4de-49f1-a37a-7789f4cc6852,false,ermsTransferLocation-8239867,false,67,867,false,4,false,67,21.9,7,67,9867,7876.2,867,al-8239867,9867,67,false,false,9867,239867,88.2,67,9867,867,867,867,867,867,9867,9867
ea-8239868,9868,68,68,omer-8239868,9868,68,true,9868,39868,true,68,68,68,true,9868,68,68,8,68,68,68,868,IncotermsLocation2-8239868,9868,IncotermsLocation1-8239868,82398689-3692-4384-a433-b849c0636ffa,8239868a-e73e-42b5-a45a-996863392556,8239868e-8ba2-4c3b-bfb0-de3f2f70cf22,true,ermsTransferLocation-8239868,true,68,868,true,4,true,68,71.4,8,68,9868,8874.69,868,al-8239868,9868,68,true,true,9868,239868,66.2,68,9868,868,868,868,868,868,9868,9868
ea-8239869,9869,69,69,omer-8239869,9869,69,false,9869,39869,false,69,69,69,false,9869,69,69,9,69,69,69,869,IncotermsLocation2-8239869,9869,IncotermsLocation1-8239869,82398696-9eab-4c38-aa85-a8aee539c821,8239869c-b445-4170-ab24-17ac3dbdbb4a,8239869c-6b02-4617-aad5-925d3a3756f4,false,ermsTransferLocation-8239869,false,69,869,false,8,false,69,33.7,9,69,9869,4970.78,869,al-8239869,9869,69,false,false,9869,239869,39.9,69,9869,869,869,869,869,869,9869,9869
ea-8239870,9870,70,70,omer-8239870,9870,70,true,9870,39870,true,70,70,70,true,9870,70,70,0,70,70,70,870,IncotermsLocation2-8239870,9870,IncotermsLocation1-8239870,8239870d-0b99-4160-89d0-7e7d54a803cc,8239870f-df64-4898-b494-7eb93ce54281,8239870d-4a9e-4fec-b347-cb775ecb3e2a,true,ermsTransferLocation-8239870,true,70,870,true,6,true,70,6.4,0,70,9870,5514.03,870,al-8239870,9870,70,true,true,9870,239870,10.3,70,9870,870,870,870,870,870,9870,9870
ea-8239871,9871,71,71,omer-8239871,9871,71,false,9871,39871,false,71,71,71,false,9871,71,71,1,71,71,71,871,IncotermsLocation2-8239871,9871,IncotermsLocation1-8239871,8239871c-6026-4490-acaf-da261cae477f,82398719-ec39-49cf-be14-25ae2a44b396,8239871c-8d00-4ca9-aee8-93d82ccf81bb,false,ermsTransferLocation-8239871,false,71,871,false,8,false,71,33.3,1,71,9871,2255.35,871,al-8239871,9871,71,false,false,9871,239871,69.7,71,9871,871,871,871,871,871,9871,9871
ea-8239872,9872,72,72,omer-8239872,9872,72,true,9872,39872,true,72,72,72,true,9872,72,72,2,72,72,72,872,IncotermsLocation2-8239872,9872,IncotermsLocation1-8239872,82398724-8251-4179-ac65-1fcd3edb3532,82398720-245b-4c8b-a46e-59faafa593ca,82398727-f066-4897-9480-5a925dde21f1,true,ermsTransferLocation-8239872,true,72,872,true,6,true,72,17.7,2,72,9872,5544.03,872,al-8239872,9872,72,true,true,9872,239872,26,72,9872,872,872,872,872,872,9872,9872
ea-8239873,9873,73,73,omer-8239873,9873,73,false,9873,39873,false,73,73,73,false,9873,73,73,3,73,73,73,873,IncotermsLocation2-8239873,9873,IncotermsLocation1-8239873,82398734-63c3-4ea2-9275-e85f07c295ae,82398739-1c72-48a0-a942-4899d5dbad20,82398732-df01-42e1-9198-d9f6fdbd77f2,false,ermsTransferLocation-8239873,false,73,873,false,4,false,73,39.8,3,73,9873,6857.25,873,al-8239873,9873,73,false,false,9873,239873,28.1,73,9873,873,873,873,873,873,9873,9873
ea-8239874,9874,74,74,omer-8239874,9874,74,true,9874,39874,true,74,74,74,true,9874,74,74,4,74,74,74,874,IncotermsLocation2-8239874,9874,IncotermsLocation1-8239874,82398749-c52e-448a-95b9-3f4a018aeda4,82398744-df28-4a2d-851c-7e28c51f6d25,82398746-e850-44ca-bf83-5d6f6471cebd,true,ermsTransferLocation-8239874,true,74,874,true,8,true,74,86.4,4,74,9874,5226.91,874,al-8239874,9874,74,true,true,9874,239874,65.6,74,9874,874,874,874,874,874,9874,9874
ea-8239875,9875,75,75,omer-8239875,9875,75,false,9875,39875,false,75,75,75,false,9875,75,75,5,75,75,75,875,IncotermsLocation2-8239875,9875,IncotermsLocation1-8239875,8239875b-187c-4331-9c3b-a29984c34446,82398758-0f08-4bea-8b05-6d26a6aa52d5,82398758-3c5a-476c-871d-e312110d7096,false,ermsTransferLocation-8239875,false,75,875,false,9,false,75,40,5,75,9875,929.28,875,al-8239875,9875,75,false,false,9875,239875,16.6,75,9875,875,875,875,875,875,9875,9875
ea-8239876,9876,76,76,omer-8239876,9876,76,true,9876,39876,true,76,76,76,true,9876,76,76,6,76,76,76,876,IncotermsLocation2-8239876,9876,IncotermsLocation1-8239876,8239876e-8702-4996-ac48-21df97f1cc7f,8239876c-a310-468a-90ee-df529cd276c6,8239876d-44dc-4b1b-8a1f-bec6d07350f4,true,ermsTransferLocation-8239876,true,76,876,true,7,true,76,14.1,6,76,9876,9917.13,876,al-8239876,9876,76,true,true,9876,239876,0.4,76,9876,876,876,876,876,876,9876,9876
ea-8239877,9877,77,77,omer-8239877,9877,77,false,9877,39877,false,77,77,77,false,9877,77,77,7,77,77,77,877,IncotermsLocation2-8239877,9877,IncotermsLocation1-8239877,82398770-8dbd-4942-a5d3-d31be0e5c808,82398775-1030-4f32-a4f4-3052fdf5f703,82398774-73a1-4653-86a7-b788136bbc9d,false,ermsTransferLocation-8239877,false,77,877,false,2,false,77,14,7,77,9877,5788.96,877,al-8239877,9877,77,false,false,9877,239877,11,77,9877,877,877,877,877,877,9877,9877
ea-8239878,9878,78,78,omer-8239878,9878,78,true,9878,39878,true,78,78,78,true,9878,78,78,8,78,78,78,878,IncotermsLocation2-8239878,9878,IncotermsLocation1-8239878,82398785-2c63-4713-a0df-7c1baea9fda3,8239878b-d908-4091-805a-3fa4a98083a4,82398784-61cf-4149-a909-45568c708d5a,true,ermsTransferLocation-8239878,true,78,878,true,1,true,78,18.8,8,78,9878,3614.45,878,al-8239878,9878,78,true,true,9878,239878,20.7,78,9878,878,878,878,878,878,9878,9878
ea-8239879,9879,79,79,omer-8239879,9879,79,false,9879,39879,false,79,79,79,false,9879,79,79,9,79,79,79,879,IncotermsLocation2-8239879,9879,IncotermsLocation1-8239879,82398790-ec06-491b-aea5-f7d24908f068,82398791-8be2-405e-ba2f-ea5b9630c131,82398793-228e-4c7e-9b8f-24a472d60d06,false,ermsTransferLocation-8239879,false,79,879,false,0,false,79,71.3,9,79,9879,3060.26,879,al-8239879,9879,79,false,false,9879,239879,5.9,79,9879,879,879,879,879,879,9879,9879
ea-8239880,9880,80,80,omer-8239880,9880,80,true,9880,39880,true,80,80,80,true,9880,80,80,0,80,80,80,880,IncotermsLocation2-8239880,9880,IncotermsLocation1-8239880,82398806-6ac8-4b18-841a-9365bdab498a,82398804-878a-4817-8950-ebf7b412f280,8239880b-4f9a-4ca6-8d6f-3579a38a5ad4,true,ermsTransferLocation-8239880,true,80,880,true,7,true,80,97.5,0,80,9880,7699.59,880,al-8239880,9880,80,true,true,9880,239880,17.5,80,9880,880,880,880,880,880,9880,9880
ea-8239881,9881,81,81,omer-8239881,9881,81,false,9881,39881,false,81,81,81,false,9881,81,81,1,81,81,81,881,IncotermsLocation2-8239881,9881,IncotermsLocation1-8239881,82398813-4795-4623-b43f-a9595a1b11ba,82398818-8d72-43a7-b6c6-3379b31ca58e,8239881a-3b45-4de8-bf4b-669b452f1c86,false,ermsTransferLocation-8239881,false,81,881,false,6,false,81,57.3,1,81,9881,8187.42,881,al-8239881,9881,81,false,false,9881,239881,49.7,81,9881,881,881,881,881,881,9881,9881
ea-8239882,9882,82,82,omer-8239882,9882,82,true,9882,39882,true,82,82,82,true,9882,82,82,2,82,82,82,882,IncotermsLocation2-8239882,9882,IncotermsLocation1-8239882,82398820-3261-4872-bfe0-a6569d33985c,82398824-87ab-4ecf-aa43-fe052871323f,82398827-d9ab-48f6-b878-8935898fcfa5,true,ermsTransferLocation-8239882,true,82,882,true,3,true,82,3.1,2,82,9882,4579.01,882,al-8239882,9882,82,true,true,9882,239882,3.9,82,9882,882,882,882,882,882,9882,9882
ea-8239883,9883,83,83,omer-8239883,9883,83,false,9883,39883,false,83,83,83,false,9883,83,83,3,83,83,83,883,IncotermsLocation2-8239883,9883,IncotermsLocation1-8239883,8239883f-29dc-4aff-a662-86f04febb542,8239883f-b058-460b-9f4f-b05bd0a201f3,8239883b-9e69-450a-8d95-6a57e1cc822d,false,ermsTransferLocation-8239883,false,83,883,false,5,false,83,6.9,3,83,9883,6916.14,883,al-8239883,9883,83,false,false,9883,239883,80.5,83,9883,883,883,883,883,883,9883,9883
ea-8239884,9884,84,84,omer-8239884,9884,84,true,9884,39884,true,84,84,84,true,9884,84,84,4,84,84,84,884,IncotermsLocation2-8239884,9884,IncotermsLocation1-8239884,82398847-da44-4f5b-8b1d-58a685f9f204,8239884d-52d0-45af-9566-2aec1eb0af9e,82398843-b342-46f9-8736-86ea47e34aa7,true,ermsTransferLocation-8239884,true,84,884,true,1,true,84,57.9,4,84,9884,4836.58,884,al-8239884,9884,84,true,true,9884,239884,99.4,84,9884,884,884,884,884,884,9884,9884
ea-8239885,9885,85,85,omer-8239885,9885,85,false,9885,39885,false,85,85,85,false,9885,85,85,5,85,85,85,885,IncotermsLocation2-8239885,9885,IncotermsLocation1-8239885,82398850-ad93-40b7-9830-da386c2d1bbc,82398859-cb65-4c7e-bddf-efeb2b353209,82398858-2a1b-48d1-90f6-432298a80c5a,false,ermsTransferLocation-8239885,false,85,885,false,6,false,85,10,5,85,9885,5671.85,885,al-8239885,9885,85,false,false,9885,239885,5.8,85,9885,885,885,885,885,885,9885,9885
ea-8239886,9886,86,86,omer-8239886,9886,86,true,9886,39886,true,86,86,86,true,9886,86,86,6,86,86,86,886,IncotermsLocation2-8239886,9886,IncotermsLocation1-8239886,8239886f-73bf-42f5-b3fa-a2b756a15541,82398866-8eb3-4e0c-8891-412f2bdbdb71,8239886c-ce99-4e8b-9a0c-b16ad5e1d915,true,ermsTransferLocation-8239886,true,86,886,true,8,true,86,33.5,6,86,9886,4413.91,886,al-8239886,9886,86,true,true,9886,239886,95,86,9886,886,886,886,886,886,9886,9886
ea-8239887,9887,87,87,omer-8239887,9887,87,false,9887,39887,false,87,87,87,false,9887,87,87,7,87,87,87,887,IncotermsLocation2-8239887,9887,IncotermsLocation1-8239887,82398874-544d-4cd0-a38b-34f7aa3f953a,82398878-9635-48b1-965e-b939172eaba7,8239887e-2dc7-4d49-987b-4942b8c847cd,false,ermsTransferLocation-8239887,false,87,887,false,8,false,87,68.6,7,87,9887,8162.47,887,al-8239887,9887,87,false,false,9887,239887,52.9,87,9887,887,887,887,887,887,9887,9887
ea-8239888,9888,88,88,omer-8239888,9888,88,true,9888,39888,true,88,88,88,true,9888,88,88,8,88,88,88,888,IncotermsLocation2-8239888,9888,IncotermsLocation1-8239888,8239888b-9bb7-410b-8b1f-557cb2fb2f81,8239888b-de0a-448b-91b5-6271f809e8d2,82398883-8ec7-4148-bf09-9d7f7f64de66,true,ermsTransferLocation-8239888,true,88,888,true,9,true,88,13.1,8,88,9888,1749.92,888,al-8239888,9888,88,true,true,9888,239888,50.7,88,9888,888,888,888,888,888,9888,9888
ea-8239889,9889,89,89,omer-8239889,9889,89,false,9889,39889,false,89,89,89,false,9889,89,89,9,89,89,89,889,IncotermsLocation2-8239889,9889,IncotermsLocation1-8239889,8239889c-c969-4fdc-8c08-b15e090c4a79,8239889a-2494-4c13-84e1-e0b15fd00cba,8239889f-3a38-485a-af58-0323ba33c1c3,false,ermsTransferLocation-8239889,false,89,889,false,6,false,89,82.7,9,89,9889,5030.9,889,al-8239889,9889,89,false,false,9889,239889,77.7,89,9889,889,889,889,889,889,9889,9889
ea-8239890,9890,90,90,omer-8239890,9890,90,true,9890,39890,true,90,90,90,true,9890,90,90,0,90,90,90,890,IncotermsLocation2-8239890,9890,IncotermsLocation1-8239890,82398906-9918-4c80-ae3b-894dc0f4a597,82398903-3586-419b-8982-ce5773e03a18,82398901-161e-4874-82c7-99f879bb8531,true,ermsTransferLocation-8239890,true,90,890,true,9,true,90,38.1,0,90,9890,1241.46,890,al-8239890,9890,90,true,true,9890,239890,21.3,90,9890,890,890,890,890,890,9890,9890
ea-8239891,9891,91,91,omer-8239891,9891,91,false,9891,39891,false,91,91,91,false,9891,91,91,1,91,91,91,891,IncotermsLocation2-8239891,9891,IncotermsLocation1-8239891,82398915-c545-4ed2-8067-19305a944d86,82398918-f471-48e7-b787-9fe92d5cdda9,82398916-4740-421f-9340-ad58443b3f4b,false,ermsTransferLocation-8239891,false,91,891,false,8,false,91,9.6,1,91,9891,3496.99,891,al-8239891,9891,91,false,false,9891,239891,75.4,91,9891,891,891,891,891,891,9891,9891
ea-8239892,9892,92,92,omer-8239892,9892,92,true,9892,39892,true,92,92,92,true,9892,92,92,2,92,92,92,892,IncotermsLocation2-8239892,9892,IncotermsLocation1-8239892,82398922-bfe6-4981-875e-3d75be419c1e,82398929-1195-4615-a452-5973341a3a82,82398921-b3f3-4a74-90df-a6e4765935d8,true,ermsTransferLocation-8239892,true,92,892,true,5,true,92,31,2,92,9892,3234.63,892,al-8239892,9892,92,true,true,9892,239892,29.8,92,9892,892,892,892,892,892,9892,9892
ea-8239893,9893,93,93,omer-8239893,9893,93,false,9893,39893,false,93,93,93,false,9893,93,93,3,93,93,93,893,IncotermsLocation2-8239893,9893,IncotermsLocation1-8239893,82398939-8ea5-4d3e-9abb-a2acfc0c28c1,82398931-ea46-46d7-b9f6-10b3fe8576e7,8239893f-7884-4ec3-b923-6ae96c65909e,false,ermsTransferLocation-8239893,false,93,893,false,6,false,93,48.6,3,93,9893,5542.16,893,al-8239893,9893,93,false,false,9893,239893,26.4,93,9893,893,893,893,893,893,9893,9893
ea-8239894,9894,94,94,omer-8239894,9894,94,true,9894,39894,true,94,94,94,true,9894,94,94,4,94,94,94,894,IncotermsLocation2-8239894,9894,IncotermsLocation1-8239894,8239894a-ac2a-418a-a4ae-0ff05838ff82,8239894f-8c5a-4199-8e5c-d0dd83f3b1b3,8239894b-ea1f-49f4-84d7-e4719aada9a7,true,ermsTransferLocation-8239894,true,94,894,true,7,true,94,87.5,4,94,9894,4756.91,894,al-8239894,9894,94,true,true,9894,239894,16.8,94,9894,894,894,894,894,894,9894,9894
ea-8239895,9895,95,95,omer-8239895,9895,95,false,9895,39895,false,95,95,95,false,9895,95,95,5,95,95,95,895,IncotermsLocation2-8239895,9895,IncotermsLocation1-8239895,82398957-8f10-4a10-a3ac-8de1c36ce50f,82398957-7d72-45cc-b522-160a8e85527a,82398953-f0fb-4216-aada-8b7cbc0174cb,false,ermsTransferLocation-8239895,false,95,895,false,8,false,95,56.6,5,95,9895,3513.87,895,al-8239895,9895,95,false,false,9895,239895,0.9,95,9895,895,895,895,895,895,9895,9895
ea-8239896,9896,96,96,omer-8239896,9896,96,true,9896,39896,true,96,96,96,true,9896,96,96,6,96,96,96,896,IncotermsLocation2-8239896,9896,IncotermsLocation1-8239896,82398966-97c4-4cf8-a182-69941b12c090,82398967-c826-4f1c-8234-47f7a20375fd,8239896d-2f35-49bc-9812-348d62cb63e5,true,ermsTransferLocation-8239896,true,96,896,true,3,true,96,68.1,6,96,9896,1711.46,896,al-8239896,9896,96,true,true,9896,239896,2.3,96,9896,896,896,896,896,896,9896,9896
ea-8239897,9897,97,97,omer-8239897,9897,97,false,9897,39897,false,97,97,97,false,9897,97,97,7,97,97,97,897,IncotermsLocation2-8239897,9897,IncotermsLocation1-8239897,82398976-80b5-4a0c-bb08-612af55ba9e1,82398976-0fd9-4918-a2a0-5c5329ff62da,82398974-b502-4fc7-b507-0c3e9e804bf2,false,ermsTransferLocation-8239897,false,97,897,false,3,false,97,6,7,97,9897,2960.17,897,al-8239897,9897,97,false,false,9897,239897,76.9,97,9897,897,897,897,897,897,9897,9897
ea-8239898,9898,98,98,omer-8239898,9898,98,true,9898,39898,true,98,98,98,true,9898,98,98,8,98,98,98,898,IncotermsLocation2-8239898,9898,IncotermsLocation1-8239898,8239898d-0114-459c-b8bd-9e2525559b10,8239898c-37a4-4873-9fca-7c7452af0a94,82398980-a77d-4a1d-9308-99ae59abbf56,true,ermsTransferLocation-8239898,true,98,898,true,8,true,98,96.3,8,98,9898,3095.41,898,al-8239898,9898,98,true,true,9898,239898,82.8,98,9898,898,898,898,898,898,9898,9898
ea-8239899,9899,99,99,omer-8239899,9899,99,false,9899,39899,false,99,99,99,false,9899,99,99,9,99,99,99,899,IncotermsLocation2-8239899,9899,IncotermsLocation1-8239899,82398991-8c25-4096-a3e9-f3faf2191bd2,8239899d-0ac9-42a4-a330-9d1998699c45,8239899b-bcd5-4c8a-b4cf-0532e1ac67b8,false,ermsTransferLocation-8239899,false,99,899,false,1,false,99,53.2,9,99,9899,5053.68,899,al-8239899,9899,99,false,false,9899,239899,84.3,99,9899,899,899,899,899,899,9899,9899
ea-8239900,9900,00,00,omer-8239900,9900,00,true,9900,39900,true,00,00,00,true,9900,00,00,0,00,00,00,900,IncotermsLocation2-8239900,9900,IncotermsLocation1-8239900,82399009-3f68-4567-815e-28f8e5246970,82399000-d3a6-4ad3-aca5-6e430ea2f3c6,82399000-10fb-476b-93e9-2a015f43219d,true,ermsTransferLocation-8239900,true,00,900,true,7,true,00,12.1,0,00,9900,7214.6,900,al-8239900,9900,00,true,true,9900,239900,86.9,00,9900,900,900,900,900,900,9900,9900
ea-8239901,9901,01,01,omer-8239901,9901,01,false,9901,39901,false,01,01,01,false,9901,01,01,1,01,01,01,901,IncotermsLocation2-8239901,9901,IncotermsLocation1-8239901,8239901b-1e85-481f-947d-1628c4a79db1,8239901c-2cb0-4285-9eee-da1e9b94392a,8239901e-3631-4b5f-b3fd-61dc80901366,false,ermsTransferLocation-8239901,false,01,901,false,9,false,01,81.8,1,01,9901,5058.19,901,al-8239901,9901,01,false,false,9901,239901,39.5,01,9901,901,901,901,901,901,9901,9901
ea-8239902,9902,02,02,omer-8239902,9902,02,true,9902,39902,true,02,02,02,true,9902,02,02,2,02,02,02,902,IncotermsLocation2-8239902,9902,IncotermsLocation1-8239902,82399026-564d-463d-9879-cd45d4e05934,82399029-08c7-4875-bdbe-7955885df655,8239902d-6237-48ed-9aac-8ce78b78b856,true,ermsTransferLocation-8239902,true,02,902,true,4,true,02,52.1,2,02,9902,6758.02,902,al-8239902,9902,02,true,true,9902,239902,92.8,02,9902,902,902,902,902,902,9902,9902
ea-8239903,9903,03,03,omer-8239903,9903,03,false,9903,39903,false,03,03,03,false,9903,03,03,3,03,03,03,903,IncotermsLocation2-8239903,9903,IncotermsLocation1-8239903,8239903b-27c8-4c10-a222-465d8bd1459b,8239903d-8b44-4eed-980b-35f65b648f3e,82399034-a372-4a32-8242-d7dcbe06da68,false,ermsTransferLocation-8239903,false,03,903,false,0,false,03,22.2,3,03,9903,3452.41,903,al-8239903,9903,03,false,false,9903,239903,93.9,03,9903,903,903,903,903,903,9903,9903
ea-8239904,9904,04,04,omer-8239904,9904,04,true,9904,39904,true,04,04,04,true,9904,04,04,4,04,04,04,904,IncotermsLocation2-8239904,9904,IncotermsLocation1-8239904,8239904e-825f-4f44-8721-c7302c2cd99e,82399046-37ad-466b-bc5c-1c5e601319d3,8239904e-2764-45c3-8d53-bd3f65bb7455,true,ermsTransferLocation-8239904,true,04,904,true,6,true,04,90,4,04,9904,7357.65,904,al-8239904,9904,04,true,true,9904,239904,51.1,04,9904,904,904,904,904,904,9904,9904
ea-8239905,9905,05,05,omer-8239905,9905,05,false,9905,39905,false,05,05,05,false,9905,05,05,5,05,05,05,905,IncotermsLocation2-8239905,9905,IncotermsLocation1-8239905,82399055-8bdf-4885-900d-f3188768de02,82399053-c0b0-46d7-9e02-83bfa0e230a5,8239905f-b9f8-4aa6-a232-232db224ce6a,false,ermsTransferLocation-8239905,false,05,905,false,4,false,05,97.4,5,05,9905,9524.94,905,al-8239905,9905,05,false,false,9905,239905,66.8,05,9905,905,905,905,905,905,9905,9905
