Customer,UnloadingPointName,CustomerFactoryCalenderCode,BPGoodsReceivingHoursCode,IsDfltBPUnloadingPoint,MondayMorningOpeningTime,MondayMorningClosingTime,MondayAfternoonOpeningTime,MondayAfternoonClosingTime,TuesdayMorningOpeningTime,TuesdayMorningClosingTime,TuesdayAfternoonOpeningTime,TuesdayAfternoonClosingTime,WednesdayMorningOpeningTime,WednesdayMorningClosingTime,WednesdayAfternoonOpeningTime,WednesdayAfternoonClosingTime,ThursdayMorningOpeningTime,ThursdayMorningClosingTime,ThursdayAfternoonOpeningTime,ThursdayAfternoonClosingTime,FridayMorningOpeningTime,FridayMorningClosingTime,FridayAfternoonOpeningTime,FridayAfternoonClosingTime,SaturdayMorningOpeningTime,SaturdayMorningClosingTime,SaturdayAfternoonOpeningTime,SaturdayAfternoonClosingTime,SundayMorningOpeningTime,SundayMorningClosingTime,SundayAfternoonOpeningTime,SundayAfternoonClosingTime
nt-7785122,merUnloadingPoint-7785122,22,122,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785123,merUnloadingPoint-7785123,23,123,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785124,merUnloadingPoint-7785124,24,124,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785125,merUnloadingPoint-7785125,25,125,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785126,merUnloadingPoint-7785126,26,126,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785127,merUnloadingPoint-7785127,27,127,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785128,merUnloadingPoint-7785128,28,128,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785129,merUnloadingPoint-7785129,29,129,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785130,merUnloadingPoint-7785130,30,130,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785131,merUnloadingPoint-7785131,31,131,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785132,merUnloadingPoint-7785132,32,132,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785133,merUnloadingPoint-7785133,33,133,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785134,merUnloadingPoint-7785134,34,134,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785135,merUnloadingPoint-7785135,35,135,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785136,merUnloadingPoint-7785136,36,136,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785137,merUnloadingPoint-7785137,37,137,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785138,merUnloadingPoint-7785138,38,138,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785139,merUnloadingPoint-7785139,39,139,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785140,merUnloadingPoint-7785140,40,140,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785141,merUnloadingPoint-7785141,41,141,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785142,merUnloadingPoint-7785142,42,142,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785143,merUnloadingPoint-7785143,43,143,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785144,merUnloadingPoint-7785144,44,144,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785145,merUnloadingPoint-7785145,45,145,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785146,merUnloadingPoint-7785146,46,146,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785147,merUnloadingPoint-7785147,47,147,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785148,merUnloadingPoint-7785148,48,148,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785149,merUnloadingPoint-7785149,49,149,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785150,merUnloadingPoint-7785150,50,150,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785151,merUnloadingPoint-7785151,51,151,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785152,merUnloadingPoint-7785152,52,152,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785153,merUnloadingPoint-7785153,53,153,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785154,merUnloadingPoint-7785154,54,154,true,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
nt-7785155,merUnloadingPoint-7785155,55,155,false,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53,22:59:53
