ID,vendorName,email,phone,address,country,currency,taxID,externalID,status,assignedManager,createdAt,createdBy,modifiedAt,modifiedBy
16157060-7f09-4529-bfef-ee95d5ac9c9d,vendorName-16157060,email-16157060,phone-16157060,address-16157060,country-16157060,060,taxID-16157060,externalID-16157060,APPROVED,assignedManager-16157060,2013-04-14T00:00:00.000Z,createdBy.9mav8@example.net,2021-08-07T00:00:00.000Z,modifiedBy.9mav8@example.org
16157061-760a-4764-aca5-733943b93dc9,vendorName-16157061,email-16157061,phone-16157061,address-16157061,country-16157061,061,taxID-16157061,externalID-16157061,DELETED,assignedManager-16157061,2000-12-23T00:00:00.000Z,createdBy.9mav9@example.org,2016-04-09T00:00:00.000Z,modifiedBy.9mav9@example.com
16157062-cd5b-48b8-9cbc-6a56a86e75f8,vendorName-16157062,email-16157062,phone-16157062,address-16157062,country-16157062,062,taxID-16157062,externalID-16157062,PENDING,assignedManager-16157062,2021-08-05T00:00:00.000Z,createdBy.9mava@example.org,2023-11-06T00:00:00.000Z,modifiedBy.9mava@example.com
16157063-00fb-47f9-b2ee-135a65aad34a,vendorName-16157063,email-16157063,phone-16157063,address-16157063,country-16157063,063,taxID-16157063,externalID-16157063,DELETED,assignedManager-16157063,2019-10-06T00:00:00.000Z,createdBy.9mavb@example.net,2010-04-15T00:00:00.000Z,modifiedBy.9mavb@example.org
16157064-a3f9-4da7-9f26-d9a42f64db68,vendorName-16157064,email-16157064,phone-16157064,address-16157064,country-16157064,064,taxID-16157064,externalID-16157064,PENDING,assignedManager-16157064,2009-08-16T00:00:00.000Z,createdBy.9mavc@example.net,2010-07-20T00:00:00.000Z,modifiedBy.9mavc@example.org
16157065-a9f3-47c5-a470-af632d080132,vendorName-16157065,email-16157065,phone-16157065,address-16157065,country-16157065,065,taxID-16157065,externalID-16157065,PENDING,assignedManager-16157065,2017-10-04T00:00:00.000Z,createdBy.9mavd@example.org,2006-09-30T00:00:00.000Z,modifiedBy.9mavd@example.org
16157066-d46c-4a7d-ab59-a761e1825887,vendorName-16157066,email-16157066,phone-16157066,address-16157066,country-16157066,066,taxID-16157066,externalID-16157066,APPROVED,assignedManager-16157066,2005-03-10T00:00:00.000Z,createdBy.9mave@example.net,2001-08-10T00:00:00.000Z,modifiedBy.9mave@example.net
16157067-651b-4679-b7c8-e03d0df00bf0,vendorName-16157067,email-16157067,phone-16157067,address-16157067,country-16157067,067,taxID-16157067,externalID-16157067,PENDING,assignedManager-16157067,2005-10-03T00:00:00.000Z,createdBy.9mavf@example.com,2017-09-26T00:00:00.000Z,modifiedBy.9mavf@example.com
16157068-4fc7-43fd-93fa-74228e14408d,vendorName-16157068,email-16157068,phone-16157068,address-16157068,country-16157068,068,taxID-16157068,externalID-16157068,SUSPENDED,assignedManager-16157068,2020-12-21T00:00:00.000Z,createdBy.9mavg@example.net,2006-03-10T00:00:00.000Z,modifiedBy.9mavg@example.org
16157069-dcaa-42f5-81ce-deab7ae046d6,vendorName-16157069,email-16157069,phone-16157069,address-16157069,country-16157069,069,taxID-16157069,externalID-16157069,DELETED,assignedManager-16157069,2005-05-28T00:00:00.000Z,createdBy.9mavh@example.org,2010-10-19T00:00:00.000Z,modifiedBy.9mavh@example.net
16157070-82fa-466f-b52a-a385d7eee1bf,vendorName-16157070,email-16157070,phone-16157070,address-16157070,country-16157070,070,taxID-16157070,externalID-16157070,SUSPENDED,assignedManager-16157070,2006-04-15T00:00:00.000Z,createdBy.9mavi@example.net,2010-07-12T00:00:00.000Z,modifiedBy.9mavi@example.net
