ID,invoiceNumber,vendor_ID,invoiceDate,dueDate,amount,currency,status,submittedBy,submittedAt,approvedBy,approvedAt,approvalComments,rejectedBy,rejectedAt,rejectionReason,paidBy,paidAt,createdAt,createdBy,modifiedAt,modifiedBy
6209934a-2d85-4349-a855-81922f0ede8f,invoiceNumber-620993,6648354f-1b9d-462e-a4de-c8c1b7308553,2014-01-22,2012-01-18,9061884393457.56,993,SUBMITTED,submittedBy-620993,2010-09-15T00:00:00.000Z,approvedBy-620993,2015-12-17T00:00:00.000Z,approvalComments-620993,rejectedBy-620993,2017-03-26T00:00:00.000Z,rejectionReason-620993,paidBy-620993,2001-07-14T00:00:00.000Z,2017-09-09T00:00:00.000Z,createdBy.db5t@example.org,2018-04-21T00:00:00.000Z,modifiedBy.db5t@example.com
6209944b-e49d-4415-9612-226e5ab25f3a,invoiceNumber-620994,6648354f-1b9d-462e-a4de-c8c1b7308553,2010-05-20,2015-08-02,5674342856833.37,994,SUBMITTED,submittedBy-620994,2012-02-11T00:00:00.000Z,approvedBy-620994,2014-03-21T00:00:00.000Z,approvalComments-620994,rejectedBy-620994,2009-04-09T00:00:00.000Z,rejectionReason-620994,paidBy-620994,2019-12-05T00:00:00.000Z,2005-08-06T00:00:00.000Z,createdBy.db5u@example.com,2005-07-24T00:00:00.000Z,modifiedBy.db5u@example.org
620995ed-26c9-45db-89d5-ec04eff589d6,invoiceNumber-620995,6648354f-1b9d-462e-a4de-c8c1b7308553,2017-02-28,2002-02-16,3503419859758.92,995,PAID,submittedBy-620995,2005-12-31T00:00:00.000Z,approvedBy-620995,2012-12-26T00:00:00.000Z,approvalComments-620995,rejectedBy-620995,2014-05-06T00:00:00.000Z,rejectionReason-620995,paidBy-620995,2008-10-11T00:00:00.000Z,2006-11-10T00:00:00.000Z,createdBy.db5v@example.com,2007-02-11T00:00:00.000Z,modifiedBy.db5v@example.org
62099645-d96b-4ea7-a613-5950ba5b3623,invoiceNumber-620996,6648354f-1b9d-462e-a4de-c8c1b7308553,2012-12-18,2004-07-17,7548796289174.78,996,REJECTED,submittedBy-620996,2020-03-09T00:00:00.000Z,approvedBy-620996,2007-03-17T00:00:00.000Z,approvalComments-620996,rejectedBy-620996,2005-09-15T00:00:00.000Z,rejectionReason-620996,paidBy-620996,2003-11-29T00:00:00.000Z,2001-01-26T00:00:00.000Z,createdBy.db5w@example.net,2008-02-02T00:00:00.000Z,modifiedBy.db5w@example.net
620997b9-66ea-4ead-8dc2-bccf5143e383,invoiceNumber-620997,6648354f-1b9d-462e-a4de-c8c1b7308553,2013-12-16,2010-02-13,6286655673735.74,997,DRAFT,submittedBy-620997,2009-08-04T00:00:00.000Z,approvedBy-620997,2000-02-19T00:00:00.000Z,approvalComments-620997,rejectedBy-620997,2019-12-07T00:00:00.000Z,rejectionReason-620997,paidBy-620997,2022-09-04T00:00:00.000Z,2010-09-09T00:00:00.000Z,createdBy.db5x@example.com,2008-05-24T00:00:00.000Z,modifiedBy.db5x@example.org
62099824-facf-45ee-abdf-79875b1c0445,invoiceNumber-620998,6648354f-1b9d-462e-a4de-c8c1b7308553,2007-10-18,2020-11-13,2830943216380.36,998,PAID,submittedBy-620998,2009-09-27T00:00:00.000Z,approvedBy-620998,2014-08-19T00:00:00.000Z,approvalComments-620998,rejectedBy-620998,2020-03-01T00:00:00.000Z,rejectionReason-620998,paidBy-620998,2020-06-14T00:00:00.000Z,2001-09-30T00:00:00.000Z,createdBy.db5y@example.org,2015-01-14T00:00:00.000Z,modifiedBy.db5y@example.net
62099963-31a4-4ac3-9649-29bc81c76a12,invoiceNumber-620999,6648354f-1b9d-462e-a4de-c8c1b7308553,2016-05-07,2009-06-10,6932337834862.97,999,DRAFT,submittedBy-620999,2000-09-06T00:00:00.000Z,approvedBy-620999,2001-11-20T00:00:00.000Z,approvalComments-620999,rejectedBy-620999,2002-01-10T00:00:00.000Z,rejectionReason-620999,paidBy-620999,2009-02-19T00:00:00.000Z,2007-06-16T00:00:00.000Z,createdBy.db5z@example.org,2019-05-24T00:00:00.000Z,modifiedBy.db5z@example.com
621000ea-6602-45d6-a584-73fbc9b52871,invoiceNumber-621000,6648354f-1b9d-462e-a4de-c8c1b7308553,2023-07-24,2017-12-13,2358283904377.32,000,DRAFT,submittedBy-621000,2016-10-09T00:00:00.000Z,approvedBy-621000,2021-01-21T00:00:00.000Z,approvalComments-621000,rejectedBy-621000,2009-03-01T00:00:00.000Z,rejectionReason-621000,paidBy-621000,2015-01-25T00:00:00.000Z,2022-07-23T00:00:00.000Z,createdBy.db60@example.com,2005-11-08T00:00:00.000Z,modifiedBy.db60@example.com
6210012b-fe2b-4cc1-bca9-e6e72e11e22a,invoiceNumber-621001,6648354f-1b9d-462e-a4de-c8c1b7308553,2014-06-18,2020-12-25,8584311243869.22,001,REJECTED,submittedBy-621001,2020-08-07T00:00:00.000Z,approvedBy-621001,2021-11-29T00:00:00.000Z,approvalComments-621001,rejectedBy-621001,2022-12-12T00:00:00.000Z,rejectionReason-621001,paidBy-621001,2015-02-25T00:00:00.000Z,2008-04-18T00:00:00.000Z,createdBy.db61@example.com,2004-10-02T00:00:00.000Z,modifiedBy.db61@example.com
621002d1-f6b8-4ec2-b00a-d1caec4600c2,invoiceNumber-621002,6648354f-1b9d-462e-a4de-c8c1b7308553,2023-07-13,2015-04-14,309031100997.74,002,APPROVED,submittedBy-621002,2014-11-02T00:00:00.000Z,approvedBy-621002,2000-08-23T00:00:00.000Z,approvalComments-621002,rejectedBy-621002,2017-12-14T00:00:00.000Z,rejectionReason-621002,paidBy-621002,2013-01-08T00:00:00.000Z,2015-07-28T00:00:00.000Z,createdBy.db62@example.net,2003-04-10T00:00:00.000Z,modifiedBy.db62@example.org
62100359-974a-419f-b8fb-e9f331a07379,invoiceNumber-621003,6648354f-1b9d-462e-a4de-c8c1b7308553,2006-11-18,2014-01-22,8632104246620.3,003,SUBMITTED,submittedBy-621003,2003-03-27T00:00:00.000Z,approvedBy-621003,2007-10-15T00:00:00.000Z,approvalComments-621003,rejectedBy-621003,2018-10-22T00:00:00.000Z,rejectionReason-621003,paidBy-621003,2008-08-30T00:00:00.000Z,2023-02-11T00:00:00.000Z,createdBy.db63@example.net,2007-11-07T00:00:00.000Z,modifiedBy.db63@example.org
62100448-c941-4682-9fef-4188ef6f38a9,invoiceNumber-621004,6648354f-1b9d-462e-a4de-c8c1b7308553,2014-12-05,2020-01-21,6407532175974.32,004,APPROVED,submittedBy-621004,2014-06-10T00:00:00.000Z,approvedBy-621004,2023-10-22T00:00:00.000Z,approvalComments-621004,rejectedBy-621004,2001-02-22T00:00:00.000Z,rejectionReason-621004,paidBy-621004,2008-05-09T00:00:00.000Z,2001-06-17T00:00:00.000Z,createdBy.db64@example.com,2015-10-08T00:00:00.000Z,modifiedBy.db64@example.net
621005db-eeb2-4ca5-b5a2-282946147966,invoiceNumber-621005,6648354f-1b9d-462e-a4de-c8c1b7308553,2004-12-11,2003-04-08,2004599633957.8,005,DRAFT,submittedBy-621005,2013-12-09T00:00:00.000Z,approvedBy-621005,2022-10-11T00:00:00.000Z,approvalComments-621005,rejectedBy-621005,2023-03-18T00:00:00.000Z,rejectionReason-621005,paidBy-621005,2002-06-27T00:00:00.000Z,2020-04-19T00:00:00.000Z,createdBy.db65@example.net,2001-11-23T00:00:00.000Z,modifiedBy.db65@example.org
6210065e-3e1c-4bbd-bbb1-be0d2a5df7f8,invoiceNumber-621006,6648354f-1b9d-462e-a4de-c8c1b7308553,2023-07-19,2005-11-30,6772244099964.32,006,APPROVED,submittedBy-621006,2004-11-23T00:00:00.000Z,approvedBy-621006,2003-06-20T00:00:00.000Z,approvalComments-621006,rejectedBy-621006,2016-01-22T00:00:00.000Z,rejectionReason-621006,paidBy-621006,2011-10-03T00:00:00.000Z,2015-06-29T00:00:00.000Z,createdBy.db66@example.net,2018-10-24T00:00:00.000Z,modifiedBy.db66@example.com
621007f4-b405-4883-9427-41d50fdd0f47,invoiceNumber-621007,6648354f-1b9d-462e-a4de-c8c1b7308553,2000-12-16,2018-12-28,783122645282.56,007,PAID,submittedBy-621007,2003-11-12T00:00:00.000Z,approvedBy-621007,2014-08-29T00:00:00.000Z,approvalComments-621007,rejectedBy-621007,2006-03-09T00:00:00.000Z,rejectionReason-621007,paidBy-621007,2012-02-24T00:00:00.000Z,2010-07-22T00:00:00.000Z,createdBy.db67@example.net,2011-06-27T00:00:00.000Z,modifiedBy.db67@example.com
62100871-e807-4adb-8f71-490c021c4e2d,invoiceNumber-621008,6648354f-1b9d-462e-a4de-c8c1b7308553,2020-09-15,2012-10-16,9227671180868.83,008,REJECTED,submittedBy-621008,2005-04-01T00:00:00.000Z,approvedBy-621008,2021-12-19T00:00:00.000Z,approvalComments-621008,rejectedBy-621008,2006-01-07T00:00:00.000Z,rejectionReason-621008,paidBy-621008,2002-01-21T00:00:00.000Z,2006-02-17T00:00:00.000Z,createdBy.db68@example.net,2004-09-03T00:00:00.000Z,modifiedBy.db68@example.com
621009db-93a5-4c82-a5ec-7daed1222353,invoiceNumber-621009,6648354f-1b9d-462e-a4de-c8c1b7308553,2009-01-21,2011-05-28,3861606330800.24,009,APPROVED,submittedBy-621009,2009-02-25T00:00:00.000Z,approvedBy-621009,2011-07-08T00:00:00.000Z,approvalComments-621009,rejectedBy-621009,2011-10-18T00:00:00.000Z,rejectionReason-621009,paidBy-621009,2019-05-25T00:00:00.000Z,2013-03-02T00:00:00.000Z,createdBy.db69@example.net,2009-12-03T00:00:00.000Z,modifiedBy.db69@example.org
621010af-88cd-4cc6-b571-88ab3544e95c,invoiceNumber-621010,6648354f-1b9d-462e-a4de-c8c1b7308553,2007-01-19,2003-09-08,499768186706.28,010,DRAFT,submittedBy-621010,2004-08-08T00:00:00.000Z,approvedBy-621010,2019-03-23T00:00:00.000Z,approvalComments-621010,rejectedBy-621010,2003-12-02T00:00:00.000Z,rejectionReason-621010,paidBy-621010,2022-03-16T00:00:00.000Z,2023-12-04T00:00:00.000Z,createdBy.db6a@example.com,2023-05-31T00:00:00.000Z,modifiedBy.db6a@example.net
62101128-f2a1-47ef-9f62-40a9459c5c08,invoiceNumber-621011,6648354f-1b9d-462e-a4de-c8c1b7308553,2019-05-13,2020-06-24,366344939439.55,011,DRAFT,submittedBy-621011,2000-05-02T00:00:00.000Z,approvedBy-621011,2017-04-16T00:00:00.000Z,approvalComments-621011,rejectedBy-621011,2003-01-31T00:00:00.000Z,rejectionReason-621011,paidBy-621011,2002-05-09T00:00:00.000Z,2002-11-02T00:00:00.000Z,createdBy.db6b@example.net,2007-01-30T00:00:00.000Z,modifiedBy.db6b@example.org
6210128b-cd74-4a55-89f7-87fa467b0024,invoiceNumber-621012,6648354f-1b9d-462e-a4de-c8c1b7308553,2016-08-30,2010-10-16,1165185319087.2,012,SUBMITTED,submittedBy-621012,2017-05-08T00:00:00.000Z,approvedBy-621012,2018-07-11T00:00:00.000Z,approvalComments-621012,rejectedBy-621012,2006-10-27T00:00:00.000Z,rejectionReason-621012,paidBy-621012,2006-12-06T00:00:00.000Z,2013-11-12T00:00:00.000Z,createdBy.db6c@example.net,2016-07-28T00:00:00.000Z,modifiedBy.db6c@example.org
621013df-8fe0-4e42-9867-f278cece0e65,invoiceNumber-621013,6648354f-1b9d-462e-a4de-c8c1b7308553,2002-12-17,2008-12-04,6430160250144.89,013,APPROVED,submittedBy-621013,2008-08-14T00:00:00.000Z,approvedBy-621013,2022-03-20T00:00:00.000Z,approvalComments-621013,rejectedBy-621013,2019-12-29T00:00:00.000Z,rejectionReason-621013,paidBy-621013,2007-08-08T00:00:00.000Z,2005-08-21T00:00:00.000Z,createdBy.db6d@example.com,2006-01-24T00:00:00.000Z,modifiedBy.db6d@example.net
62101453-d95b-4f75-88e5-26e4fd303536,invoiceNumber-621014,6648354f-1b9d-462e-a4de-c8c1b7308553,2006-05-09,2020-12-05,4792319080833,014,DRAFT,submittedBy-621014,2006-10-01T00:00:00.000Z,approvedBy-621014,2002-09-14T00:00:00.000Z,approvalComments-621014,rejectedBy-621014,2010-10-14T00:00:00.000Z,rejectionReason-621014,paidBy-621014,2007-04-17T00:00:00.000Z,2008-09-29T00:00:00.000Z,createdBy.db6e@example.org,2023-12-17T00:00:00.000Z,modifiedBy.db6e@example.org
621015d6-77c6-438b-b17f-0e8a3cfe8db2,invoiceNumber-621015,6648354f-1b9d-462e-a4de-c8c1b7308553,2009-02-08,2006-01-14,1000621168991.59,015,PAID,submittedBy-621015,2007-03-06T00:00:00.000Z,approvedBy-621015,2003-04-03T00:00:00.000Z,approvalComments-621015,rejectedBy-621015,2018-10-23T00:00:00.000Z,rejectionReason-621015,paidBy-621015,2016-09-02T00:00:00.000Z,2023-01-28T00:00:00.000Z,createdBy.db6f@example.org,2011-11-03T00:00:00.000Z,modifiedBy.db6f@example.com
621016ee-a1f8-44bd-9f52-2aaf52910b1c,invoiceNumber-621016,6648354f-1b9d-462e-a4de-c8c1b7308553,2003-05-18,2006-09-25,1023542864940.59,016,REJECTED,submittedBy-621016,2002-03-10T00:00:00.000Z,approvedBy-621016,2020-11-26T00:00:00.000Z,approvalComments-621016,rejectedBy-621016,2004-09-17T00:00:00.000Z,rejectionReason-621016,paidBy-621016,2009-01-30T00:00:00.000Z,2001-10-24T00:00:00.000Z,createdBy.db6g@example.net,2019-10-25T00:00:00.000Z,modifiedBy.db6g@example.com
621017be-8c5c-48ef-bf8c-9ae2947bda99,invoiceNumber-621017,6648354f-1b9d-462e-a4de-c8c1b7308553,2010-11-11,2023-05-16,4177854296375.4,017,REJECTED,submittedBy-621017,2011-05-16T00:00:00.000Z,approvedBy-621017,2013-06-03T00:00:00.000Z,approvalComments-621017,rejectedBy-621017,2006-01-27T00:00:00.000Z,rejectionReason-621017,paidBy-621017,2023-12-02T00:00:00.000Z,2019-04-27T00:00:00.000Z,createdBy.db6h@example.net,2012-10-09T00:00:00.000Z,modifiedBy.db6h@example.org
62101830-cc80-4ed7-9def-9ba1339be201,invoiceNumber-621018,6648354f-1b9d-462e-a4de-c8c1b7308553,2002-08-10,2004-06-10,4190671689560.73,018,DRAFT,submittedBy-621018,2000-04-07T00:00:00.000Z,approvedBy-621018,2020-08-19T00:00:00.000Z,approvalComments-621018,rejectedBy-621018,2006-03-03T00:00:00.000Z,rejectionReason-621018,paidBy-621018,2014-04-23T00:00:00.000Z,2011-04-23T00:00:00.000Z,createdBy.db6i@example.net,2012-03-28T00:00:00.000Z,modifiedBy.db6i@example.org
621019e3-3d02-4e8f-983d-ef3044d19da1,invoiceNumber-621019,6648354f-1b9d-462e-a4de-c8c1b7308553,2005-03-09,2009-05-01,8316411109766.85,019,SUBMITTED,submittedBy-621019,2011-06-20T00:00:00.000Z,approvedBy-621019,2020-12-10T00:00:00.000Z,approvalComments-621019,rejectedBy-621019,2018-09-15T00:00:00.000Z,rejectionReason-621019,paidBy-621019,2001-10-14T00:00:00.000Z,2010-10-02T00:00:00.000Z,createdBy.db6j@example.org,2014-01-04T00:00:00.000Z,modifiedBy.db6j@example.org
62102047-df16-4f7a-81c9-6cef1b592eb4,invoiceNumber-621020,6648354f-1b9d-462e-a4de-c8c1b7308553,2000-07-25,2012-09-30,869799291103.33,020,PAID,submittedBy-621020,2016-10-24T00:00:00.000Z,approvedBy-621020,2013-09-15T00:00:00.000Z,approvalComments-621020,rejectedBy-621020,2006-02-25T00:00:00.000Z,rejectionReason-621020,paidBy-621020,2021-12-21T00:00:00.000Z,2011-08-05T00:00:00.000Z,createdBy.db6k@example.net,2012-11-07T00:00:00.000Z,modifiedBy.db6k@example.com
62102156-0845-4b0c-844a-769c47770100,invoiceNumber-621021,6648354f-1b9d-462e-a4de-c8c1b7308553,2014-08-26,2010-02-15,2536668734082.93,021,APPROVED,submittedBy-621021,2016-07-18T00:00:00.000Z,approvedBy-621021,2012-07-04T00:00:00.000Z,approvalComments-621021,rejectedBy-621021,2020-04-28T00:00:00.000Z,rejectionReason-621021,paidBy-621021,2000-12-30T00:00:00.000Z,2004-06-05T00:00:00.000Z,createdBy.db6l@example.net,2023-10-06T00:00:00.000Z,modifiedBy.db6l@example.org
621022fe-7b3f-4cad-83ca-ed2615488a65,invoiceNumber-621022,6648354f-1b9d-462e-a4de-c8c1b7308553,2020-07-31,2017-11-23,6900214416281.58,022,SUBMITTED,submittedBy-621022,2018-02-20T00:00:00.000Z,approvedBy-621022,2017-02-10T00:00:00.000Z,approvalComments-621022,rejectedBy-621022,2009-12-16T00:00:00.000Z,rejectionReason-621022,paidBy-621022,2001-03-28T00:00:00.000Z,2018-08-06T00:00:00.000Z,createdBy.db6m@example.net,2015-06-30T00:00:00.000Z,modifiedBy.db6m@example.net
621023ee-2a22-4b99-b139-617cd87f4b5a,invoiceNumber-621023,6648354f-1b9d-462e-a4de-c8c1b7308553,2015-05-03,2015-11-02,1574496912282.28,023,PAID,submittedBy-621023,2015-03-20T00:00:00.000Z,approvedBy-621023,2008-01-04T00:00:00.000Z,approvalComments-621023,rejectedBy-621023,2010-03-06T00:00:00.000Z,rejectionReason-621023,paidBy-621023,2018-02-15T00:00:00.000Z,2008-06-02T00:00:00.000Z,createdBy.db6n@example.com,2016-01-02T00:00:00.000Z,modifiedBy.db6n@example.net
6210240d-3851-4ae5-99a0-1c6c2ba35dcd,invoiceNumber-621024,6648354f-1b9d-462e-a4de-c8c1b7308553,2017-01-03,2005-06-18,8842705018811.51,024,APPROVED,submittedBy-621024,2004-04-17T00:00:00.000Z,approvedBy-621024,2013-03-09T00:00:00.000Z,approvalComments-621024,rejectedBy-621024,2018-07-26T00:00:00.000Z,rejectionReason-621024,paidBy-621024,2017-05-14T00:00:00.000Z,2015-01-14T00:00:00.000Z,createdBy.db6o@example.net,2011-08-15T00:00:00.000Z,modifiedBy.db6o@example.org
621025f1-5486-46c9-8e64-bab47afd964c,invoiceNumber-621025,6648354f-1b9d-462e-a4de-c8c1b7308553,2011-03-06,2021-03-24,4173302686730.12,025,SUBMITTED,submittedBy-621025,2015-01-16T00:00:00.000Z,approvedBy-621025,2019-08-12T00:00:00.000Z,approvalComments-621025,rejectedBy-621025,2006-04-05T00:00:00.000Z,rejectionReason-621025,paidBy-621025,2002-12-27T00:00:00.000Z,2020-01-08T00:00:00.000Z,createdBy.db6p@example.org,2005-05-05T00:00:00.000Z,modifiedBy.db6p@example.com
621026ef-8638-4454-ab30-1275f42a6fbd,invoiceNumber-621026,6648354f-1b9d-462e-a4de-c8c1b7308553,2021-07-10,2005-06-14,3043700676733.06,026,PAID,submittedBy-621026,2018-07-09T00:00:00.000Z,approvedBy-621026,2009-07-08T00:00:00.000Z,approvalComments-621026,rejectedBy-621026,2006-10-14T00:00:00.000Z,rejectionReason-621026,paidBy-621026,2007-08-29T00:00:00.000Z,2020-02-25T00:00:00.000Z,createdBy.db6q@example.org,2020-06-12T00:00:00.000Z,modifiedBy.db6q@example.org
621027a2-dba4-464b-a1c0-244f201478f6,invoiceNumber-621027,6648354f-1b9d-462e-a4de-c8c1b7308553,2003-06-09,2006-08-23,6304724899995.4,027,DRAFT,submittedBy-621027,2013-06-04T00:00:00.000Z,approvedBy-621027,2021-08-25T00:00:00.000Z,approvalComments-621027,rejectedBy-621027,2021-09-02T00:00:00.000Z,rejectionReason-621027,paidBy-621027,2019-12-23T00:00:00.000Z,2015-08-26T00:00:00.000Z,createdBy.db6r@example.net,2008-07-30T00:00:00.000Z,modifiedBy.db6r@example.org
621028f3-0c67-4bea-9992-fa74726e09e4,invoiceNumber-621028,6648354f-1b9d-462e-a4de-c8c1b7308553,2000-09-16,2000-07-08,669566860983.17,028,DRAFT,submittedBy-621028,2008-05-15T00:00:00.000Z,approvedBy-621028,2009-06-29T00:00:00.000Z,approvalComments-621028,rejectedBy-621028,2023-07-24T00:00:00.000Z,rejectionReason-621028,paidBy-621028,2014-06-06T00:00:00.000Z,2002-11-17T00:00:00.000Z,createdBy.db6s@example.org,2013-08-10T00:00:00.000Z,modifiedBy.db6s@example.net
6210297f-6b9c-423b-ab9d-4aef766fdd7f,invoiceNumber-621029,6648354f-1b9d-462e-a4de-c8c1b7308553,2015-03-09,2018-10-27,8267264866231.88,029,PAID,submittedBy-621029,2018-12-11T00:00:00.000Z,approvedBy-621029,2002-09-02T00:00:00.000Z,approvalComments-621029,rejectedBy-621029,2000-01-31T00:00:00.000Z,rejectionReason-621029,paidBy-621029,2001-06-25T00:00:00.000Z,2011-05-07T00:00:00.000Z,createdBy.db6t@example.net,2019-04-06T00:00:00.000Z,modifiedBy.db6t@example.org
62103037-da3f-4271-9278-8ba24fe4e3c2,invoiceNumber-621030,6648354f-1b9d-462e-a4de-c8c1b7308553,2018-10-09,2012-02-23,9301036972678.47,030,APPROVED,submittedBy-621030,2013-01-25T00:00:00.000Z,approvedBy-621030,2005-02-25T00:00:00.000Z,approvalComments-621030,rejectedBy-621030,2010-05-29T00:00:00.000Z,rejectionReason-621030,paidBy-621030,2012-04-02T00:00:00.000Z,2011-12-18T00:00:00.000Z,createdBy.db6u@example.com,2012-09-01T00:00:00.000Z,modifiedBy.db6u@example.org
6210319e-947d-4fa9-add3-d4c0d99bc371,invoiceNumber-621031,6648354f-1b9d-462e-a4de-c8c1b7308553,2009-08-01,2010-02-18,5676130393498.43,031,APPROVED,submittedBy-621031,2006-07-23T00:00:00.000Z,approvedBy-621031,2005-05-13T00:00:00.000Z,approvalComments-621031,rejectedBy-621031,2021-01-14T00:00:00.000Z,rejectionReason-621031,paidBy-621031,2017-09-30T00:00:00.000Z,2018-11-27T00:00:00.000Z,createdBy.db6v@example.com,2000-11-27T00:00:00.000Z,modifiedBy.db6v@example.com
6210322a-a013-4d59-b40d-476c163a9fc5,invoiceNumber-621032,6648354f-1b9d-462e-a4de-c8c1b7308553,2003-01-18,2012-11-26,7816088409045.71,032,APPROVED,submittedBy-621032,2006-09-28T00:00:00.000Z,approvedBy-621032,2019-09-24T00:00:00.000Z,approvalComments-621032,rejectedBy-621032,2011-05-29T00:00:00.000Z,rejectionReason-621032,paidBy-621032,2001-08-25T00:00:00.000Z,2013-12-08T00:00:00.000Z,createdBy.db6w@example.net,2010-09-07T00:00:00.000Z,modifiedBy.db6w@example.org
6210333d-45e7-4368-8165-61d01feabb47,invoiceNumber-621033,6648354f-1b9d-462e-a4de-c8c1b7308553,2007-03-25,2018-03-30,255805308555.77,033,PAID,submittedBy-621033,2020-03-14T00:00:00.000Z,approvedBy-621033,2012-10-29T00:00:00.000Z,approvalComments-621033,rejectedBy-621033,2015-12-08T00:00:00.000Z,rejectionReason-621033,paidBy-621033,2003-11-19T00:00:00.000Z,2014-11-28T00:00:00.000Z,createdBy.db6x@example.net,2017-01-24T00:00:00.000Z,modifiedBy.db6x@example.net
6210343a-05c0-4b13-9891-bafdc8b88d69,invoiceNumber-621034,6648354f-1b9d-462e-a4de-c8c1b7308553,2019-03-15,2012-04-04,2527215875138.54,034,PAID,submittedBy-621034,2021-11-11T00:00:00.000Z,approvedBy-621034,2017-11-14T00:00:00.000Z,approvalComments-621034,rejectedBy-621034,2023-06-10T00:00:00.000Z,rejectionReason-621034,paidBy-621034,2023-01-30T00:00:00.000Z,2013-09-05T00:00:00.000Z,createdBy.db6y@example.com,2007-10-19T00:00:00.000Z,modifiedBy.db6y@example.net
62103518-d396-4c5a-ac81-09c82b71949c,invoiceNumber-621035,6648354f-1b9d-462e-a4de-c8c1b7308553,2017-10-11,2003-04-02,720368149470.05,035,PAID,submittedBy-621035,2003-05-25T00:00:00.000Z,approvedBy-621035,2023-04-26T00:00:00.000Z,approvalComments-621035,rejectedBy-621035,2012-10-22T00:00:00.000Z,rejectionReason-621035,paidBy-621035,2023-10-03T00:00:00.000Z,2023-02-10T00:00:00.000Z,createdBy.db6z@example.net,2021-07-30T00:00:00.000Z,modifiedBy.db6z@example.net
621036b6-b5be-41ef-a790-f84850a2a6d9,invoiceNumber-621036,6648354f-1b9d-462e-a4de-c8c1b7308553,2002-12-07,2015-04-22,4678922538357.45,036,REJECTED,submittedBy-621036,2014-02-18T00:00:00.000Z,approvedBy-621036,2001-01-06T00:00:00.000Z,approvalComments-621036,rejectedBy-621036,2011-11-04T00:00:00.000Z,rejectionReason-621036,paidBy-621036,2021-02-02T00:00:00.000Z,2012-02-18T00:00:00.000Z,createdBy.db70@example.org,2011-07-15T00:00:00.000Z,modifiedBy.db70@example.com
6210372b-99bc-4b20-814e-13b59ad96e76,invoiceNumber-621037,6648354f-1b9d-462e-a4de-c8c1b7308553,2002-10-07,2012-11-13,5498431940107.14,037,APPROVED,submittedBy-621037,2006-07-06T00:00:00.000Z,approvedBy-621037,2012-03-26T00:00:00.000Z,approvalComments-621037,rejectedBy-621037,2020-04-14T00:00:00.000Z,rejectionReason-621037,paidBy-621037,2015-04-08T00:00:00.000Z,2000-01-02T00:00:00.000Z,createdBy.db71@example.net,2016-10-30T00:00:00.000Z,modifiedBy.db71@example.org
621038b5-5432-413d-a4d9-eb51de98ef00,invoiceNumber-621038,6648354f-1b9d-462e-a4de-c8c1b7308553,2016-11-24,2003-06-17,4134504958714.81,038,DRAFT,submittedBy-621038,2019-05-27T00:00:00.000Z,approvedBy-621038,2007-01-27T00:00:00.000Z,approvalComments-621038,rejectedBy-621038,2001-07-03T00:00:00.000Z,rejectionReason-621038,paidBy-621038,2017-10-25T00:00:00.000Z,2009-11-30T00:00:00.000Z,createdBy.db72@example.com,2022-12-21T00:00:00.000Z,modifiedBy.db72@example.org
6210398c-98f5-4e80-a325-5f6950f69746,invoiceNumber-621039,6648354f-1b9d-462e-a4de-c8c1b7308553,2020-07-08,2000-06-19,2984092623100.83,039,REJECTED,submittedBy-621039,2012-08-06T00:00:00.000Z,approvedBy-621039,2015-02-20T00:00:00.000Z,approvalComments-621039,rejectedBy-621039,2014-12-25T00:00:00.000Z,rejectionReason-621039,paidBy-621039,2010-09-02T00:00:00.000Z,2008-01-10T00:00:00.000Z,createdBy.db73@example.org,2022-08-23T00:00:00.000Z,modifiedBy.db73@example.org
62104063-7e77-4762-987c-f47076d8af5f,invoiceNumber-621040,6648354f-1b9d-462e-a4de-c8c1b7308553,2007-09-24,2012-11-02,1705826727525.8,040,DRAFT,submittedBy-621040,2009-07-14T00:00:00.000Z,approvedBy-621040,2014-04-02T00:00:00.000Z,approvalComments-621040,rejectedBy-621040,2005-05-28T00:00:00.000Z,rejectionReason-621040,paidBy-621040,2020-04-08T00:00:00.000Z,2004-01-25T00:00:00.000Z,createdBy.db74@example.org,2017-12-08T00:00:00.000Z,modifiedBy.db74@example.org
6210417d-6a2d-47b2-a00f-389b540f1175,invoiceNumber-621041,6648354f-1b9d-462e-a4de-c8c1b7308553,2020-12-02,2019-01-17,923053092482.44,041,DRAFT,submittedBy-621041,2003-02-03T00:00:00.000Z,approvedBy-621041,2023-03-28T00:00:00.000Z,approvalComments-621041,rejectedBy-621041,2020-04-07T00:00:00.000Z,rejectionReason-621041,paidBy-621041,2011-08-06T00:00:00.000Z,2023-01-16T00:00:00.000Z,createdBy.db75@example.net,2020-10-26T00:00:00.000Z,modifiedBy.db75@example.org
62104286-8818-4678-bb75-aae06a703049,invoiceNumber-621042,6648354f-1b9d-462e-a4de-c8c1b7308553,2003-10-11,2023-11-07,6486484019862.65,042,DRAFT,submittedBy-621042,2019-11-06T00:00:00.000Z,approvedBy-621042,2015-04-18T00:00:00.000Z,approvalComments-621042,rejectedBy-621042,2023-05-09T00:00:00.000Z,rejectionReason-621042,paidBy-621042,2023-08-25T00:00:00.000Z,2004-10-19T00:00:00.000Z,createdBy.db76@example.net,2015-03-04T00:00:00.000Z,modifiedBy.db76@example.org
